fighter_a,fighter_b,winner,method,fight_time,referee,weight_class,event,total_strike_landed_a,total_strike_landed_b,total_strike_missed_a,total_strike_missed_b,knockdowns_a,knockdowns_b,td_completed_a,td_completed_b,td_missed_a,td_missed_b,sub_att_a,sub_att_b,ctrl_time_minutes_a,ctrl_time_minutes_b,rounds
Makhmud Muradov,Trevor Smith,1,KO/TKO,4:09,Kevin Mulhall,Middleweight Bout,UFC Fight Night: Overeem vs. Rozenstruik,91.0,39.0,92.0,57.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.116666667,0.1,3.0
Jan Blachowicz,Jacare Souza,1,Decision - Split,5:00,Kevin MacDonald,Light Heavyweight Bout,UFC Fight Night: Blachowicz vs. Jacare,105.0,63.0,100.0,47.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.066666667,7.050000000000001,5.0
Mauricio Rua,Paul Craig,1,Decision - Split,5:00,Jerin Valel,Light Heavyweight Bout,UFC Fight Night: Blachowicz vs. Jacare,51.0,106.0,57.0,54.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,8.316666666,1.283333333,3.0
Charles Oliveira,Jared Gordon,1,KO/TKO,1:26,Osiris Maia,Lightweight Bout,UFC Fight Night: Blachowicz vs. Jacare,10.0,7.0,6.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.033333333,0.083333333,3.0
Antonio Arroyo,Andre Muniz,0,Decision - Unanimous,5:00,Camila Albuquerque,Middleweight Bout,UFC Fight Night: Blachowicz vs. Jacare,47.0,85.0,20.0,43.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,2.0,5.05,5.35,3.0
Markus Perez,Wellington Turman,0,Decision - Unanimous,5:00,Eduardo Herdy,Middleweight Bout,UFC Fight Night: Blachowicz vs. Jacare,56.0,59.0,47.0,73.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,1.35,6.683333333,3.0
Sergio Moraes,James Krause,0,KO/TKO,4:19,Fernando Portella,Welterweight Bout,UFC Fight Night: Blachowicz vs. Jacare,42.0,125.0,58.0,75.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,2.283333333,2.1833333329999998,3.0
Ricardo Ramos,Eduardo Garagorri,1,Submission,3:57,Camila Albuquerque,Featherweight Bout,UFC Fight Night: Blachowicz vs. Jacare,12.0,6.0,24.0,10.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.1,0.05,3.0
Francisco Trinaldo,King Green,1,Decision - Unanimous,5:00,Eduardo Herdy,Lightweight Bout,UFC Fight Night: Blachowicz vs. Jacare,36.0,67.0,91.0,68.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.066666667,3.716666666,3.0
Warlley Alves,Randy Brown,0,Submission,1:22,Kevin MacDonald,Welterweight Bout,UFC Fight Night: Blachowicz vs. Jacare,8.0,24.0,10.0,14.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,4.3,1.2,3.0
Douglas Silva de Andrade,Renan Barao,1,Decision - Unanimous,5:00,Osiris Maia,Featherweight Bout,UFC Fight Night: Blachowicz vs. Jacare,100.0,140.0,90.0,101.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.466666667,3.3333333329999997,3.0
Ariane da Silva,Isabela de Padua,1,Decision - Unanimous,5:00,Fernando Portella,Women's Flyweight Bout,UFC Fight Night: Blachowicz vs. Jacare,175.0,90.0,49.0,38.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,8.799999999999999,4.65,3.0
Vanessa Melo,Tracy Cortez,0,Decision - Unanimous,5:00,Jerin Valel,Women's Bantamweight Bout,UFC Fight Night: Blachowicz vs. Jacare,76.0,155.0,85.0,69.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.033333333,8.783333334,3.0
Zabit Magomedsharipov,Calvin Kattar,1,Decision - Unanimous,5:00,Marc Goddard,Featherweight Bout,UFC Fight Night: Zabit vs. Kattar,100.0,127.0,155.0,133.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.866666667,0.0,3.0
Alexander Volkov,Greg Hardy,1,Decision - Unanimous,5:00,Leon Roberts,Heavyweight Bout,UFC Fight Night: Zabit vs. Kattar,86.0,51.0,66.0,89.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
Zelim Imadaev,Danny Roberts,0,KO/TKO,4:54,Rich Mitchell,Welterweight Bout,UFC Fight Night: Zabit vs. Kattar,38.0,42.0,46.0,26.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,2.5,2.316666667,3.0
Khadis Ibragimov,Ed Herman,0,Decision - Unanimous,5:00,Vyacheslav  Kiselev,Light Heavyweight Bout,UFC Fight Night: Zabit vs. Kattar,70.0,121.0,54.0,62.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,6.233333333,2.3333333339999998,3.0
Ramazan Emeev,Anthony Rocco Martin,0,Decision - Unanimous,5:00,Marc Goddard,Welterweight Bout,UFC Fight Night: Zabit vs. Kattar,43.0,48.0,62.0,100.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,2.733333333,0.183333333,3.0
Shamil Gamzatov,Klidson Abreu,1,Decision - Split,5:00,Leon Roberts,Light Heavyweight Bout,UFC Fight Night: Zabit vs. Kattar,82.0,47.0,76.0,48.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.183333333,1.766666667,3.0
Magomed Ankalaev,Dalcha Lungiambula,1,KO/TKO,0:29,Marc Goddard,Light Heavyweight Bout,UFC Fight Night: Zabit vs. Kattar,91.0,13.0,32.0,20.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,5.566666667000001,0.333333333,3.0
Rustam Khabilov,Sergey Khandozhko,1,Decision - Unanimous,5:00,Rich Mitchell,Welterweight Bout,UFC Fight Night: Zabit vs. Kattar,56.0,188.0,23.0,31.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,10.583333332999999,0.116666667,3.0
Roman Kopylov,Karl Roberson,0,Submission,4:01,Vyacheslav  Kiselev,Middleweight Bout,UFC Fight Night: Zabit vs. Kattar,38.0,43.0,58.0,74.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.033333333,0.933333333,3.0
Abubakar Nurmagomedov,David Zawada,0,Submission,2:50,Marc Goddard,Welterweight Bout,UFC Fight Night: Zabit vs. Kattar,22.0,25.0,12.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.833333333,0.0,3.0
Alexander Yakovlev,Roosevelt Roberts,0,Decision - Unanimous,5:00,Leon Roberts,Lightweight Bout,UFC Fight Night: Zabit vs. Kattar,38.0,56.0,33.0,72.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,6.316666666,1.916666667,3.0
Jessica-Rose Clark,Pannie Kianzad,0,Decision - Unanimous,5:00,Rich Mitchell,Women's Bantamweight Bout,UFC Fight Night: Zabit vs. Kattar,71.0,103.0,92.0,140.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.3,0.816666667,3.0
Grigory Popov,Davey Grant,0,Decision - Split,5:00,Vyacheslav  Kiselev,Bantamweight Bout,UFC Fight Night: Zabit vs. Kattar,57.0,34.0,54.0,36.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.966666666,6.033333333,3.0
Jorge Masvidal,Nate Diaz,1,TKO - Doctor's Stoppage,5:00,Dan Miragliotta,Welterweight Bout,UFC 244: Masvidal vs. Diaz,114.0,125.0,70.0,69.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6.933333334,0.733333334,5.0
Kelvin Gastelum,Darren Till,0,Decision - Split,5:00,Kevin MacDonald,Middleweight Bout,UFC 244: Masvidal vs. Diaz,50.0,37.0,46.0,32.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.716666666,0.633333334,3.0
Stephen Thompson,Vicente Luque,1,Decision - Unanimous,5:00,Keith Peterson,Welterweight Bout,UFC 244: Masvidal vs. Diaz,138.0,77.0,104.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183333333,0.016666667,3.0
Derrick Lewis,Blagoy Ivanov,1,Decision - Split,5:00,Todd Ronald Anderson,Heavyweight Bout,UFC 244: Masvidal vs. Diaz,32.0,61.0,37.0,22.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,1.0,2.116666666,3.3333333329999997,3.0
Kevin Lee,Gregor Gillespie,1,KO/TKO,2:47,Dan Miragliotta,Lightweight Bout,UFC 244: Masvidal vs. Diaz,21.0,9.0,38.0,37.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016666667,0.0,3.0
Corey Anderson,Johnny Walker,1,KO/TKO,2:07,Kevin MacDonald,Light Heavyweight Bout,UFC 244: Masvidal vs. Diaz,26.0,1.0,17.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.366666667,0.316666667,3.0
Shane Burgos,Makwan Amirkhani,1,KO/TKO,4:32,Keith Peterson,Featherweight Bout,UFC 244: Masvidal vs. Diaz,161.0,23.0,56.0,26.0,1.0,0.0,0.0,3.0,0.0,16.0,0.0,1.0,3.516666667,4.316666667,3.0
Brad Tavares,Edmen Shahbazyan,0,KO/TKO,2:27,Todd Ronald Anderson,Middleweight Bout,UFC 244: Masvidal vs. Diaz,3.0,14.0,20.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066666667,3.0
Andrei Arlovski,Jairzinho Rozenstruik,0,KO/TKO,0:29,Dan Miragliotta,Heavyweight Bout,UFC 244: Masvidal vs. Diaz,4.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333,3.0
Katlyn Cerminara,Jennifer Maia,1,Decision - Unanimous,5:00,Kevin MacDonald,Women's Flyweight Bout,UFC 244: Masvidal vs. Diaz,109.0,74.0,108.0,174.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.516666667,3.0
Lyman Good,Chance Rencountre,1,KO/TKO,2:03,Keith Peterson,Welterweight Bout,UFC 244: Masvidal vs. Diaz,73.0,23.0,69.0,62.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.166666666,0.4,3.0
Julio Arce,Hakeem Dawodu,0,Decision - Split,5:00,Todd Ronald Anderson,Featherweight Bout,UFC 244: Masvidal vs. Diaz,64.0,83.0,98.0,87.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.9333333340000001,3.65,3.0
Demian Maia,Ben Askren,1,Submission,3:54,Herb Dean,Welterweight Bout,UFC Fight Night: Maia vs. Askren,84.0,102.0,53.0,66.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,1.5,1.900000001,5.0
Michael Johnson,Stevie Ray,0,Decision - Majority,5:00,Leon Roberts,Lightweight Bout,UFC Fight Night: Maia vs. Askren,81.0,104.0,95.0,103.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.9,3.0
Frank Camacho,Beneil Dariush,0,Submission,2:02,Kevin Sataki,Lightweight Bout,UFC Fight Night: Maia vs. Askren,3.0,14.0,6.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.75,3.0
Ciryl Gane,Don'Tale Mayes,1,Submission,4:46,Herb Dean,Heavyweight Bout,UFC Fight Night: Maia vs. Askren,99.0,40.0,74.0,92.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.283333333,0.033333333,3.0
Muslim Salikhov,Laureano Staropoli,1,Decision - Unanimous,5:00,Thomas Fan,Welterweight Bout,UFC Fight Night: Maia vs. Askren,64.0,48.0,69.0,96.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.5,0.0,3.0
Randa Markos,Ashley Yoder,1,Decision - Split,5:00,Daniel Movahedi,Women's Strawweight Bout,UFC Fight Night: Maia vs. Askren,94.0,82.0,64.0,66.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,3.083333334,5.616666666,3.0
Alex White,Rafael Fiziev,0,Decision - Unanimous,5:00,Kevin Sataki,Lightweight Bout,UFC Fight Night: Maia vs. Askren,66.0,73.0,80.0,65.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,1.016666667,1.5666666669999998,3.0
Enrique Barzola,Movsar Evloev,0,Decision - Unanimous,5:00,Leon Roberts,Featherweight Bout,UFC Fight Night: Maia vs. Askren,83.0,78.0,156.0,166.0,0.0,0.0,1.0,4.0,4.0,7.0,0.0,0.0,0.6333333329999999,2.199999999,3.0
Maurice Greene,Sergei Pavlovich,0,KO/TKO,2:11,Herb Dean,Heavyweight Bout,UFC Fight Night: Maia vs. Askren,8.0,21.0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233333333,3.0
Loma Lookboonmee,Aleksandra Albu,1,Decision - Split,5:00,Daniel Movahedi,Women's Strawweight Bout,UFC Fight Night: Maia vs. Askren,112.0,77.0,52.0,94.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,0.383333333,2.033333333,3.0
Raphael Pessoa,Jeff Hughes,1,Decision - Unanimous,5:00,Thomas Fan,Heavyweight Bout,UFC Fight Night: Maia vs. Askren,43.0,48.0,100.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.266666667,3.0
Dominick Reyes,Chris Weidman,1,KO/TKO,1:43,Herb Dean,Light Heavyweight Bout,UFC Fight Night: Reyes vs. Weidman,9.0,10.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.15,1.166666667,5.0
Yair Rodriguez,Jeremy Stephens,1,Decision - Unanimous,5:00,Kevin MacDonald,Featherweight Bout,UFC Fight Night: Reyes vs. Weidman,136.0,99.0,77.0,57.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,3.1666666660000002,5.566666666,3.0
Greg Hardy,Ben Sosoli,1,Overturned,5:00,Bryan Miner,Heavyweight Bout,UFC Fight Night: Reyes vs. Weidman,54.0,26.0,51.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Joe Lauzon,Jonathan Pearce,1,KO/TKO,1:33,Herb Dean,Lightweight Bout,UFC Fight Night: Reyes vs. Weidman,28.0,8.0,11.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7,0.0,3.0
Maycee Barber,Gillian Robertson,1,KO/TKO,3:04,Gary Forman,Women's Flyweight Bout,UFC Fight Night: Reyes vs. Weidman,40.0,15.0,34.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.366666667,0.733333333,3.0
Deron Winn,Darren Stewart,0,Decision - Split,5:00,Steve Rita,Middleweight Bout,UFC Fight Night: Reyes vs. Weidman,66.0,77.0,32.0,63.0,0.0,0.0,6.0,1.0,9.0,0.0,0.0,0.0,8.033333333,0.5,3.0
Charles Rosa,Manny Bermudez,1,Submission,2:46,Kevin MacDonald,Featherweight Bout,UFC Fight Night: Reyes vs. Weidman,8.0,37.0,3.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.283333333,3.0
Molly McCann,Diana Belbita,1,Decision - Unanimous,5:00,Bryan Miner,Women's Flyweight Bout,UFC Fight Night: Reyes vs. Weidman,126.0,104.0,126.0,156.0,0.0,0.0,5.0,1.0,9.0,0.0,1.0,0.0,3.65,1.433333333,3.0
Kyle Bochniak,Sean Woodson,0,Decision - Unanimous,5:00,Steve Rita,Featherweight Bout,UFC Fight Night: Reyes vs. Weidman,52.0,150.0,109.0,140.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,4.466666666,0.0,3.0
Randy Costa,Boston Salmon,1,KO/TKO,2:15,Herb Dean,Bantamweight Bout,UFC Fight Night: Reyes vs. Weidman,23.0,16.0,22.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.116666667,0.716666667,3.0
Court McGee,Sean Brady,0,Decision - Unanimous,5:00,Bryan Miner,Welterweight Bout,UFC Fight Night: Reyes vs. Weidman,128.0,148.0,185.0,92.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,0.0,1.4,0.7000000000000001,3.0
Brendan Allen,Kevin Holland,1,Submission,3:38,Steve Rita,Middleweight Bout,UFC Fight Night: Reyes vs. Weidman,23.0,37.0,18.0,18.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,1.0,2.883333334,4.716666666,3.0
Daniel Spitz,Tanner Boser,0,Decision - Unanimous,5:00,Gary Forman,Heavyweight Bout,UFC Fight Night: Reyes vs. Weidman,32.0,93.0,76.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Joanna Jedrzejczyk,Michelle Waterson-Gomez,1,Decision - Unanimous,5:00,Herb Dean,Women's Strawweight Bout,UFC Fight Night: Joanna vs. Waterson,226.0,102.0,121.0,107.0,0.0,0.0,3.0,1.0,2.0,6.0,1.0,1.0,5.550000000000001,5.300000001000001,5.0
Cub Swanson,Kron Gracie,1,Decision - Unanimous,5:00,Kevin MacDonald,Featherweight Bout,UFC Fight Night: Joanna vs. Waterson,143.0,109.0,153.0,116.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6,0.066666667,3.0
Niko Price,James Vick,1,KO/TKO,1:44,Herb Dean,Welterweight Bout,UFC Fight Night: Joanna vs. Waterson,15.0,10.0,13.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.783333333,0.216666667,3.0
Mackenzie Dern,Amanda Ribas,0,Decision - Unanimous,5:00,Michael Cardoso,Women's Strawweight Bout,UFC Fight Night: Joanna vs. Waterson,50.0,84.0,125.0,132.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.033333333,1.766666667,3.0
Matt Frevola,Luis Pena,1,Decision - Split,5:00,Herb Dean,Lightweight Bout,UFC Fight Night: Joanna vs. Waterson,51.0,60.0,64.0,69.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,2.0,2.8833333330000004,1.083333334,3.0
Eryk Anders,Gerald Meerschaert,1,Decision - Split,5:00,Kevin MacDonald,Middleweight Bout,UFC Fight Night: Joanna vs. Waterson,64.0,72.0,114.0,130.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15000000000000002,0.0,3.0
Ryan Spann,Devin Clark,1,Submission,2:01,Michael Cardoso,Light Heavyweight Bout,UFC Fight Night: Joanna vs. Waterson,17.0,22.0,31.0,20.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.1333333330000002,0.633333333,3.0
Mike Davis,Thomas Gifford,1,KO/TKO,4:45,Andrew Glenn,Lightweight Bout,UFC Fight Night: Joanna vs. Waterson,141.0,89.0,83.0,154.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.933333333,0.0,3.0
Max Griffin,Alex Morono,0,Decision - Unanimous,5:00,Herb Dean,Welterweight Bout,UFC Fight Night: Joanna vs. Waterson,94.0,87.0,95.0,174.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,2.5833333329999997,0.433333334,3.0
Deiveson Figueiredo,Tim Elliott,1,Submission,3:08,Kevin MacDonald,Flyweight Bout,UFC Fight Night: Joanna vs. Waterson,8.0,33.0,5.0,12.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.066666667,3.0
Marlon Vera,Andre Ewell,1,KO/TKO,3:17,Andrew Glenn,Bantamweight Bout,UFC Fight Night: Joanna vs. Waterson,87.0,67.0,53.0,81.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.2000000000000002,2.55,3.0
Miguel Baeza,Hector Aldana,1,KO/TKO,2:32,Michael Cardoso,Welterweight Bout,UFC Fight Night: Joanna vs. Waterson,35.0,8.0,26.0,34.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,3.0
Marvin Vettori,Andrew Sanchez,1,Decision - Unanimous,5:00,Herb Dean,Middleweight Bout,UFC Fight Night: Joanna vs. Waterson,86.0,39.0,120.0,146.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.333333334,0.0,3.0
JJ Aldrich,Lauren Mueller,1,Decision - Unanimous,5:00,Kevin MacDonald,Women's Flyweight Bout,UFC Fight Night: Joanna vs. Waterson,78.0,60.0,86.0,93.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.866666667,0.35,3.0
Robert Whittaker,Israel Adesanya,0,KO/TKO,3:33,Marc Goddard,UFC Middleweight Title Bout,UFC 243: Whittaker vs. Adesanya,32.0,40.0,84.0,55.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066666667,5.0
Al Iaquinta,Dan Hooker,0,Decision - Unanimous,5:00,John Sharp,Lightweight Bout,UFC 243: Whittaker vs. Adesanya,38.0,104.0,79.0,109.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.4,2.483333334,3.0
Tai Tuivasa,Serghei Spivac,0,Submission,3:14,Steve Perceval,Heavyweight Bout,UFC 243: Whittaker vs. Adesanya,22.0,40.0,29.0,20.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,0.083333333,4.35,3.0
Luke Jumeau,Dhiego Lima,0,Decision - Split,5:00,Marc Goddard,Welterweight Bout,UFC 243: Whittaker vs. Adesanya,24.0,49.0,71.0,75.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.666666667,3.0
Justin Tafa,Yorgan De Castro,0,KO/TKO,2:10,Jim Perdios,Heavyweight Bout,UFC 243: Whittaker vs. Adesanya,17.0,6.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.2,3.0
Jake Matthews,Rostem Akman,1,Decision - Unanimous,5:00,Greg Kleynjans,Welterweight Bout,UFC 243: Whittaker vs. Adesanya,61.0,15.0,75.0,95.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.816666667,0.05,3.0
Callan Potter,Maki Pitolo,1,Decision - Unanimous,5:00,Steve Perceval,Welterweight Bout,UFC 243: Whittaker vs. Adesanya,127.0,103.0,71.0,95.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,8.416666667000001,1.5666666669999998,3.0
Brad Riddell,Jamie Mullarkey,1,Decision - Unanimous,5:00,Marc Goddard,Lightweight Bout,UFC 243: Whittaker vs. Adesanya,104.0,41.0,63.0,59.0,0.0,0.0,1.0,3.0,0.0,12.0,0.0,1.0,2.983333334,3.383333334,3.0
Megan Anderson,Zarah Fairn,1,Submission,3:57,John Sharp,Women's Featherweight Bout,UFC 243: Whittaker vs. Adesanya,22.0,32.0,11.0,13.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.383333333,0.383333333,3.0
Nadia Kassem,Ji Yeon Kim,0,KO/TKO,4:59,Jim Perdios,Women's Flyweight Bout,UFC 243: Whittaker vs. Adesanya,53.0,83.0,86.0,102.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.05,0.166666667,3.0
Khalid Taha,Bruno Silva,1,Overturned,3:00,Greg Kleynjans,Bantamweight Bout,UFC 243: Whittaker vs. Adesanya,74.0,51.0,53.0,37.0,1.0,0.0,0.0,2.0,1.0,9.0,1.0,0.0,0.65,6.983333334,3.0
Jack Hermansson,Jared Cannonier,0,KO/TKO,0:27,Marc Goddard,Middleweight Bout,UFC Fight Night: Hermansson vs. Cannonier,22.0,29.0,23.0,25.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.75,0.366666667,5.0
Mark Madsen,Danilo Belluardo,1,KO/TKO,1:12,Leon Roberts,Lightweight Bout,UFC Fight Night: Hermansson vs. Cannonier,24.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.85,0.0,3.0
Gunnar Nelson,Gilbert Burns,0,Decision - Unanimous,5:00,Neil Hall,Welterweight Bout,UFC Fight Night: Hermansson vs. Cannonier,26.0,46.0,19.0,53.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,4.800000001,1.9166666669999999,3.0
Ion Cutelaba,Khalil Rountree Jr.,1,KO/TKO,2:35,Marc Goddard,Light Heavyweight Bout,UFC Fight Night: Hermansson vs. Cannonier,16.0,5.0,11.0,7.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.333333333,0.0,3.0
Michal Oleksiejczuk,Ovince Saint Preux,0,Submission,2:46,Leon Roberts,Light Heavyweight Bout,UFC Fight Night: Hermansson vs. Cannonier,39.0,20.0,41.0,34.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.5,0.833333333,3.0
Nicolas Dalby,Alex Oliveira,1,Decision - Unanimous,5:00,Rebin Saber,Welterweight Bout,UFC Fight Night: Hermansson vs. Cannonier,64.0,31.0,58.0,34.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,5.466666667,3.933333333,3.0
Alen Amedovski,John Phillips,0,KO/TKO,0:17,Neil Hall,Middleweight Bout,UFC Fight Night: Hermansson vs. Cannonier,2.0,5.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333,3.0
Alessio Di Chirico,Makhmud Muradov,0,Decision - Unanimous,5:00,Mikkel Birch Olsen,Middleweight Bout,UFC Fight Night: Hermansson vs. Cannonier,37.0,56.0,77.0,115.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.716666667,0.633333334,3.0
Siyar Bahadurzada,Ismail Naurdiev,0,Decision - Unanimous,5:00,Marc Goddard,Welterweight Bout,UFC Fight Night: Hermansson vs. Cannonier,14.0,149.0,84.0,69.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.733333333999999,3.0
Brandon Davis,Giga Chikadze,0,Decision - Split,5:00,Rebin Saber,Featherweight Bout,UFC Fight Night: Hermansson vs. Cannonier,36.0,71.0,67.0,62.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,3.033333334,1.183333333,3.0
Macy Chiasson,Lina Lansberg,0,Decision - Unanimous,5:00,Leon Roberts,Women's Bantamweight Bout,UFC Fight Night: Hermansson vs. Cannonier,58.0,49.0,36.0,42.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,5.783333334,7.75,3.0
Marc Diakiese,Lando Vannata,1,Decision - Unanimous,5:00,Neil Hall,Lightweight Bout,UFC Fight Night: Hermansson vs. Cannonier,45.0,51.0,66.0,57.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,5.133333334,0.1,3.0
Jack Shore,Nohelin Hernandez,1,Submission,2:51,Mikkel Birch Olsen,Bantamweight Bout,UFC Fight Night: Hermansson vs. Cannonier,81.0,9.0,58.0,30.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,6.516666667,0.666666667,3.0
Yair Rodriguez,Jeremy Stephens,1,Could Not Continue,0:15,Herb Dean,Featherweight Bout,UFC Fight Night: Rodriguez vs. Stephens,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Carla Esparza,Alexa Grasso,1,Decision - Majority,5:00,Jason Herzog,Women's Strawweight Bout,UFC Fight Night: Rodriguez vs. Stephens,115.0,103.0,42.0,66.0,0.0,0.0,4.0,0.0,7.0,1.0,0.0,1.0,7.183333333999999,0.300000001,3.0
