fighter_a,fighter_b,winner,method,fight_time,referee,weight_class,event,total_strike_landed_a,total_strike_landed_b,total_strike_missed_a,total_strike_missed_b,knockdowns_a,knockdowns_b,td_completed_a,td_completed_b,td_missed_a,td_missed_b,sub_att_a,sub_att_b,ctrl_time_minutes_a,ctrl_time_minutes_b,rounds
Christian Leroy Duncan,Denis Tiuliulin,1,KO/TKO,4:24,Mike Beltran,Middleweight Bout,UFC Fight Night: Allen vs. Craig,90.0,37.0,33.0,44.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.85,0.0,3.0
Mick Parkin,Caio Machado,1,Decision - Unanimous,5:00,Mark Smith,Heavyweight Bout,UFC Fight Night: Allen vs. Craig,69.0,103.0,70.0,61.0,0.0,0.0,3.0,0.0,7.0,1.0,0.0,0.0,6.3833333329999995,0.33333333400000004,3.0
Jeka Saragih,Lucas Alexander,1,KO/TKO,1:31,Herb Dean,Featherweight Bout,UFC Fight Night: Allen vs. Craig,4.0,11.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.083333333,0.0,3.0
Lucie Pudilova,Ailin Perez,0,Decision - Unanimous,5:00,Chris Tognoni,Women's Bantamweight Bout,UFC Fight Night: Allen vs. Craig,41.0,123.0,26.0,57.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,4.15,8.6,3.0
Trey Ogden,Nikolas Motta,1,Overturned,3:11,Mike Beltran,Lightweight Bout,UFC Fight Night: Allen vs. Craig,96.0,16.0,32.0,66.0,0.0,0.0,3.0,0.0,13.0,0.0,1.0,0.0,4.466666666,0.0,3.0
Charles Johnson,Rafael Estevam,0,Decision - Unanimous,5:00,Chris Tognoni,Flyweight Bout,UFC Fight Night: Allen vs. Craig,116.0,35.0,45.0,42.0,0.0,0.0,0.0,3.0,0.0,19.0,0.0,1.0,0.716666667,9.383333334,3.0
Jiri Prochazka,Alex Pereira,0,KO/TKO,4:08,Marc Goddard,UFC Light Heavyweight Title Bout,UFC 295: Prochazka vs. Pereira,44.0,49.0,26.0,23.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.75,0.133333333,5.0
Sergei Pavlovich,Tom Aspinall,0,KO/TKO,1:09,Dan Miragliotta,UFC Interim Heavyweight Title Bout,UFC 295: Prochazka vs. Pereira,1.0,10.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333,5.0
Jessica Andrade,Mackenzie Dern,1,KO/TKO,3:15,Keith Peterson,Women's Strawweight Bout,UFC 295: Prochazka vs. Pereira,53.0,50.0,54.0,65.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.21666666699999998,0.0,3.0
Matt Frevola,Benoit Saint Denis,0,KO/TKO,1:31,Mike Beltran,Lightweight Bout,UFC 295: Prochazka vs. Pereira,7.0,10.0,5.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.416666667,0.316666667,3.0
Diego Lopes,Pat Sabatini,1,KO/TKO,1:30,Keith Peterson,Featherweight Bout,UFC 295: Prochazka vs. Pereira,13.0,10.0,5.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.033333333,0.0,3.0
Steve Erceg,Alessandro Costa,1,Decision - Unanimous,5:00,Marc Goddard,Flyweight Bout,UFC 295: Prochazka vs. Pereira,104.0,85.0,58.0,44.0,0.0,0.0,1.0,1.0,7.0,5.0,1.0,0.0,6.483333334,1.233333334,3.0
Tabatha Ricci,Loopy Godinez,0,Decision - Split,5:00,Dan Miragliotta,Women's Strawweight Bout,UFC 295: Prochazka vs. Pereira,91.0,101.0,141.0,124.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.366666666,0.05,3.0
Mateusz Rebecki,Roosevelt Roberts,1,Submission,3:08,Mike Beltran,Lightweight Bout,UFC 295: Prochazka vs. Pereira,28.0,6.0,10.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.233333333,0.216666667,3.0
Nazim Sadykhov,Viacheslav Borshchev,1,Decision - Majority,5:00,Keith Peterson,Lightweight Bout,UFC 295: Prochazka vs. Pereira,109.0,144.0,119.0,98.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,3.533333333,0.166666667,3.0
Jared Gordon,Mark Madsen,1,KO/TKO,4:42,Marc Goddard,Lightweight Bout,UFC 295: Prochazka vs. Pereira,54.0,46.0,33.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316666667,1.066666667,3.0
John Castaneda,Kyung Ho Kang,1,Decision - Unanimous,5:00,Dan Miragliotta,Catch Weight Bout,UFC 295: Prochazka vs. Pereira,119.0,88.0,68.0,115.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,2.3,0.0,3.0
Joshua Van,Kevin Borjas,1,Decision - Unanimous,5:00,Mike Beltran,Flyweight Bout,UFC 295: Prochazka vs. Pereira,165.0,78.0,146.0,122.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,1.05,0.35,3.0
Dennis Buzukja,Jamall Emmers,0,KO/TKO,0:49,Keith Peterson,Featherweight Bout,UFC 295: Prochazka vs. Pereira,3.0,14.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,3.0
Jailton Almeida,Derrick Lewis,1,Decision - Unanimous,5:00,Marc Goddard,Heavyweight Bout,UFC Fight Night: Almeida vs. Lewis,120.0,49.0,33.0,29.0,0.0,0.0,6.0,2.0,9.0,7.0,4.0,0.0,21.166666667,4.8666666670000005,5.0
Gabriel Bonfim,Nicolas Dalby,0,KO/TKO,4:33,Jason Herzog,Welterweight Bout,UFC Fight Night: Almeida vs. Lewis,47.0,64.0,56.0,64.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,4.316666666,1.4500000000000002,3.0
Rodrigo Nascimento,Don'Tale Mayes,1,Decision - Unanimous,5:00,Osiris Maia,Heavyweight Bout,UFC Fight Night: Almeida vs. Lewis,91.0,105.0,89.0,85.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.35,0.6499999999999999,3.0
Caio Borralho,Abus Magomedov,1,Decision - Unanimous,5:00,Marc Goddard,Middleweight Bout,UFC Fight Night: Almeida vs. Lewis,70.0,39.0,56.0,71.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.283333333,0.0,3.0
Elves Brener,Kaynan Kruschewsky,1,KO/TKO,4:01,Osiris Maia,Catch Weight Bout,UFC Fight Night: Almeida vs. Lewis,16.0,8.0,17.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,3.0
Rinat Fakhretdinov,Elizeu Zaleski dos Santos,1,Decision - Majority,5:00,Fernando Portella,Welterweight Bout,UFC Fight Night: Almeida vs. Lewis,109.0,115.0,107.0,96.0,1.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,4.416666667,1.4,3.0
Vitor Petrino,Modestas Bukauskas,1,KO/TKO,1:03,Marc Goddard,Light Heavyweight Bout,UFC Fight Night: Almeida vs. Lewis,14.0,12.0,20.0,11.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.3,0.0,3.0
Angela Hill,Denise Gomes,1,Decision - Unanimous,5:00,Fernando Portella,Women's Strawweight Bout,UFC Fight Night: Almeida vs. Lewis,96.0,111.0,57.0,92.0,0.0,0.0,5.0,1.0,4.0,2.0,0.0,0.0,8.05,1.05,3.0
Eduarda Moura,Montserrat Conejo Ruiz,1,KO/TKO,2:14,Joao Claudio Soares,Women's Strawweight Bout,UFC Fight Night: Almeida vs. Lewis,102.0,9.0,37.0,20.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.95,0.033333333,3.0
Kaue Fernandes,Marc Diakiese,0,Decision - Split,5:00,Jason Herzog,Lightweight Bout,UFC Fight Night: Almeida vs. Lewis,67.0,65.0,25.0,27.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,1.45,8.633333333,3.0
Islam Makhachev,Alexander Volkanovski,1,KO/TKO,3:06,Marc Goddard,UFC Lightweight Title Bout,UFC 294: Makhachev vs. Volkanovski 2,39.0,11.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.316666667,0.816666667,5.0
Kamaru Usman,Khamzat Chimaev,0,Decision - Majority,5:00,Jason Herzog,Middleweight Bout,UFC 294: Makhachev vs. Volkanovski 2,58.0,107.0,34.0,36.0,0.0,0.0,0.0,4.0,1.0,8.0,0.0,1.0,0.066666667,7.266666666,3.0
Magomed Ankalaev,Johnny Walker,1,Could Not Continue,3:13,Daniel Movahedi,Light Heavyweight Bout,UFC 294: Makhachev vs. Volkanovski 2,16.0,17.0,7.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,3.0
Ikram Aliskerov,Warlley Alves,1,KO/TKO,2:07,Lukasz Bosacki,Middleweight Bout,UFC 294: Makhachev vs. Volkanovski 2,26.0,12.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Said Nurmagomedov,Muin Gafurov,1,Submission,1:13,Marc Goddard,Bantamweight Bout,UFC 294: Makhachev vs. Volkanovski 2,5.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.05,0.116666667,3.0
Tim Elliott,Muhammad Mokaev,0,Submission,3:03,Jason Herzog,Flyweight Bout,UFC 294: Makhachev vs. Volkanovski 2,71.0,118.0,16.0,28.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,1.0,2.383333334,8.4,3.0
Mohammad Yahya,Trevor Peek,0,Decision - Unanimous,5:00,Daniel Movahedi,Lightweight Bout,UFC 294: Makhachev vs. Volkanovski 2,47.0,83.0,49.0,40.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.4,5.166666667,3.0
Javid Basharat,Victor Henry,1,Could Not Continue,0:15,Lukasz Bosacki,Bantamweight Bout,UFC 294: Makhachev vs. Volkanovski 2,33.0,30.0,13.0,11.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.483333333,0.233333333,3.0
Abu Azaitar,Sedriques Dumas,0,Decision - Unanimous,5:00,Jason Herzog,Middleweight Bout,UFC 294: Makhachev vs. Volkanovski 2,87.0,72.0,66.0,45.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.533333333,4.166666667,3.0
Mike Breeden,Anshul Jubli,1,KO/TKO,3:00,Marc Goddard,Lightweight Bout,UFC 294: Makhachev vs. Volkanovski 2,94.0,104.0,87.0,91.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.016666667,0.083333333,3.0
Nathaniel Wood,Muhammad Naimov,0,Decision - Unanimous,5:00,Lukasz Bosacki,Featherweight Bout,UFC 294: Makhachev vs. Volkanovski 2,70.0,100.0,24.0,40.0,0.0,0.0,2.0,4.0,5.0,5.0,0.0,0.0,2.733333333,6.699999999999999,3.0
Viktoriia Dudakova,Jinh Yu Frey,1,Decision - Unanimous,5:00,Daniel Movahedi,Women's Strawweight Bout,UFC 294: Makhachev vs. Volkanovski 2,109.0,65.0,74.0,56.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.3,4.666666666999999,3.0
Shara Magomedov,Bruno Silva,1,Decision - Unanimous,5:00,Jason Herzog,Middleweight Bout,UFC 294: Makhachev vs. Volkanovski 2,222.0,107.0,52.0,31.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,6.733333333999999,3.0
Sodiq Yusuff,Edson Barboza,0,Decision - Unanimous,5:00,Herb Dean,Featherweight Bout,UFC Fight Night: Yusuff vs. Barboza,206.0,170.0,191.0,157.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,3.933333333,2.7,5.0
Jennifer Maia,Viviane Araujo,0,Decision - Unanimous,5:00,Mark Smith,Women's Flyweight Bout,UFC Fight Night: Yusuff vs. Barboza,60.0,64.0,66.0,36.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,1.0,1.416666667,7.05,3.0
Jonathan Martinez,Adrian Yanez,1,KO/TKO,2:26,Kerry Hatley,Bantamweight Bout,UFC Fight Night: Yusuff vs. Barboza,36.0,20.0,24.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316666667,0.166666667,3.0
Andre Petroski,Michel Pereira,0,KO/TKO,1:06,Chris Tognoni,Middleweight Bout,UFC Fight Night: Yusuff vs. Barboza,0.0,6.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066666667,3.0
Christian Rodriguez,Cameron Saaiman,1,Decision - Unanimous,5:00,Mark Smith,Bantamweight Bout,UFC Fight Night: Yusuff vs. Barboza,92.0,87.0,81.0,105.0,0.0,0.0,3.0,0.0,3.0,5.0,2.0,1.0,3.2,1.433333334,3.0
Darren Elkins,TJ Brown,1,Submission,2:23,Kerry Hatley,Featherweight Bout,UFC Fight Night: Yusuff vs. Barboza,95.0,45.0,51.0,41.0,0.0,0.0,5.0,2.0,3.0,0.0,2.0,0.0,8.15,1.483333333,3.0
Tainara Lisboa,Ravena Oliveira,1,Decision - Unanimous,5:00,Chris Tognoni,Women's Bantamweight Bout,UFC Fight Night: Yusuff vs. Barboza,77.0,61.0,29.0,26.0,0.0,0.0,3.0,2.0,5.0,1.0,0.0,0.0,6.916666666999999,5.3666666670000005,3.0
Terrance McKinney,Brendon Marotte,1,KO/TKO,0:20,Herb Dean,Lightweight Bout,UFC Fight Night: Yusuff vs. Barboza,14.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,3.0
Irina Alekseeva,Melissa Mullins,0,Decision - Unanimous,5:00,Mark Smith,Women's Bantamweight Bout,UFC Fight Night: Yusuff vs. Barboza,60.0,87.0,66.0,61.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.833333333,8.25,3.0
Chris Gutierrez,Alatengheili,1,Decision - Unanimous,5:00,Kerry Hatley,Bantamweight Bout,UFC Fight Night: Yusuff vs. Barboza,115.0,39.0,88.0,95.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.133333333,0.85,3.0
Ashley Yoder,Emily Ducote,0,Decision - Unanimous,5:00,Chris Tognoni,Women's Strawweight Bout,UFC Fight Night: Yusuff vs. Barboza,105.0,119.0,171.0,94.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.15,0.05,3.0
Grant Dawson,King Green,0,KO/TKO,0:33,Keith Peterson,Lightweight Bout,UFC Fight Night: Dawson vs. Green,0.0,7.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333333,5.0
Joe Pyfer,Abdul Razak Alhassan,1,Submission,2:05,Mark Smith,Middleweight Bout,UFC Fight Night: Dawson vs. Green,26.0,11.0,37.0,17.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,1.116666666,0.133333333,3.0
Alex Morono,Joaquin Buckley,0,Decision - Unanimous,5:00,Kerry Hatley,Welterweight Bout,UFC Fight Night: Dawson vs. Green,54.0,77.0,107.0,109.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.216666667,2.35,3.0
Drew Dober,Ricky Glenn,1,KO/TKO,2:36,Chris Tognoni,Lightweight Bout,UFC Fight Night: Dawson vs. Green,30.0,5.0,23.0,17.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.516666667,0.0,3.0
Alexander Hernandez,Bill Algeo,0,Decision - Unanimous,5:00,Keith Peterson,Featherweight Bout,UFC Fight Night: Dawson vs. Green,76.0,119.0,81.0,138.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.583333333,0.116666666,3.0
Karolina Kowalkiewicz,Diana Belbita,1,Decision - Unanimous,5:00,Kerry Hatley,Women's Strawweight Bout,UFC Fight Night: Dawson vs. Green,155.0,108.0,128.0,162.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,2.25,0.883333334,3.0
Nate Maness,Mateus Mendonca,1,KO/TKO,4:40,Chris Tognoni,Flyweight Bout,UFC Fight Night: Dawson vs. Green,103.0,9.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.516666667,1.233333333,3.0
Vanessa Demopoulos,Kanako Murata,1,Decision - Unanimous,5:00,Mark Smith,Women's Strawweight Bout,UFC Fight Night: Dawson vs. Green,86.0,70.0,58.0,46.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.7,10.166666666000001,3.0
Aoriqileng,Johnny Munoz,1,Decision - Unanimous,5:00,Keith Peterson,Bantamweight Bout,UFC Fight Night: Dawson vs. Green,120.0,31.0,39.0,42.0,1.0,0.0,2.0,4.0,2.0,7.0,0.0,3.0,5.6499999999999995,4.5,3.0
Montana De La Rosa,JJ Aldrich,0,Decision - Unanimous,5:00,Jacob Montalvo,Women's Flyweight Bout,UFC Fight Night: Dawson vs. Green,70.0,66.0,139.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.366666667,3.0
Rafael Fiziev,Mateusz Gamrot,0,KO/TKO,2:03,Herb Dean,Lightweight Bout,UFC Fight Night: Fiziev vs. Gamrot,19.0,17.0,15.0,25.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.4666666670000001,5.0
Bryce Mitchell,Dan Ige,1,Decision - Unanimous,5:00,Mark Smith,Featherweight Bout,UFC Fight Night: Fiziev vs. Gamrot,37.0,32.0,22.0,40.0,0.0,0.0,5.0,0.0,10.0,0.0,1.0,0.0,7.550000000000001,2.1833333340000003,3.0
Marina Rodriguez,Michelle Waterson-Gomez,1,KO/TKO,2:42,Kerry Hatley,Women's Strawweight Bout,UFC Fight Night: Fiziev vs. Gamrot,90.0,16.0,40.0,21.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,2.05,2.816666667,3.0
Bryan Battle,AJ Fletcher,1,Submission,4:32,Dan Miragliotta,Welterweight Bout,UFC Fight Night: Fiziev vs. Gamrot,63.0,29.0,42.0,28.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.5,0.55,3.0
Ricardo Ramos,Charles Jourdain,0,Submission,3:12,Herb Dean,Featherweight Bout,UFC Fight Night: Fiziev vs. Gamrot,0.0,8.0,10.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.966666667,0.0,3.0
Dan Argueta,Miles Johns,1,Overturned,5:00,Kerry Hatley,Bantamweight Bout,UFC Fight Night: Fiziev vs. Gamrot,38.0,52.0,57.0,52.0,0.0,0.0,2.0,2.0,4.0,4.0,2.0,0.0,3.9166666660000002,4.65,3.0
Tim Means,Andre Fialho,1,KO/TKO,1:15,Dan Miragliotta,Welterweight Bout,UFC Fight Night: Fiziev vs. Gamrot,134.0,56.0,44.0,54.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.85,0.8,3.0
Jacob Malkoun,Cody Brundage,0,DQ,4:15,Mark Smith,Middleweight Bout,UFC Fight Night: Fiziev vs. Gamrot,44.0,3.0,16.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.65,0.433333333,3.0
Mohammed Usman,Jake Collier,1,Decision - Unanimous,5:00,Dan Miragliotta,Heavyweight Bout,UFC Fight Night: Fiziev vs. Gamrot,118.0,100.0,116.0,98.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,3.116666667,0.883333334,3.0
Mizuki,Hannah Goldy,1,Decision - Unanimous,5:00,Mark Smith,Women's Strawweight Bout,UFC Fight Night: Fiziev vs. Gamrot,83.0,64.0,57.0,59.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0,3.516666667,2.85,3.0
Tamires Vidal,Montserrat Rendon,0,Decision - Split,5:00,Kerry Hatley,Women's Bantamweight Bout,UFC Fight Night: Fiziev vs. Gamrot,78.0,112.0,53.0,128.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.9,4.85,3.0
Alexa Grasso,Valentina Shevchenko,1,Decision - Split,5:00,Herb Dean,UFC Women's Flyweight Title Bout,UFC Fight Night: Grasso vs. Shevchenko 2,262.0,211.0,146.0,124.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,2.65,9.149999999999999,5.0
Kevin Holland,Jack Della Maddalena,0,Decision - Split,5:00,Jason Herzog,Welterweight Bout,UFC Fight Night: Grasso vs. Shevchenko 2,127.0,105.0,229.0,85.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
Raul Rosas Jr.,Terrence Mitchell,1,KO/TKO,0:54,Mark Smith,Bantamweight Bout,UFC Fight Night: Grasso vs. Shevchenko 2,19.0,6.0,12.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283333333,0.0,3.0
Daniel Zellhuber,Christos Giagos,1,Submission,3:26,Jason Herzog,Lightweight Bout,UFC Fight Night: Grasso vs. Shevchenko 2,36.0,38.0,65.0,44.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.283333333,0.183333333,3.0
Fernando Padilla,Kyle Nelson,0,Decision - Unanimous,5:00,Chris Tognoni,Featherweight Bout,UFC Fight Night: Grasso vs. Shevchenko 2,73.0,83.0,136.0,102.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.116666667,0.0,3.0
Loopy Godinez,Elise Reed,1,Submission,3:38,Herb Dean,Women's Strawweight Bout,UFC Fight Night: Grasso vs. Shevchenko 2,37.0,34.0,14.0,14.0,1.0,0.0,5.0,0.0,0.0,1.0,6.0,0.0,6.483333333,0.36666666600000003,3.0
Roman Kopylov,Josh Fremd,1,KO/TKO,4:44,Mark Smith,Middleweight Bout,UFC Fight Night: Grasso vs. Shevchenko 2,54.0,38.0,36.0,78.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.05,0.833333334,3.0
Edgar Chairez,Daniel Lacerda,1,Overturned,3:47,Chris Tognoni,Flyweight Bout,UFC Fight Night: Grasso vs. Shevchenko 2,12.0,8.0,8.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.233333333,1.316666667,3.0
Tracy Cortez,Jasmine Jasudavicius,1,Decision - Unanimous,5:00,Jason Herzog,Women's Flyweight Bout,UFC Fight Night: Grasso vs. Shevchenko 2,116.0,95.0,109.0,130.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,0.433333333,3.0,3.0
Alex Reyes,Charlie Campbell,0,KO/TKO,3:38,Mark Smith,Lightweight Bout,UFC Fight Night: Grasso vs. Shevchenko 2,15.0,43.0,24.0,29.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.016666667,0.033333333,3.0
Josefine Knutsson,Marnic Mann,1,Decision - Unanimous,5:00,Chris Tognoni,Women's Strawweight Bout,UFC Fight Night: Grasso vs. Shevchenko 2,147.0,39.0,59.0,25.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,10.816666667,0.55,3.0
Israel Adesanya,Sean Strickland,0,Decision - Unanimous,5:00,Marc Goddard,UFC Middleweight Title Bout,UFC 293: Adesanya vs. Strickland,94.0,120.0,177.0,136.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233333333,5.0
Tai Tuivasa,Alexander Volkov,0,Submission,4:37,Herb Dean,Heavyweight Bout,UFC 293: Adesanya vs. Strickland,30.0,107.0,39.0,57.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.583333334,3.0
Manel Kape,Felipe dos Santos,1,Decision - Unanimous,5:00,Greg Kleynjans,Flyweight Bout,UFC 293: Adesanya vs. Strickland,116.0,101.0,70.0,209.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.75,0.133333333,3.0
Justin Tafa,Austen Lane,1,KO/TKO,1:22,Jim Perdios,Heavyweight Bout,UFC 293: Adesanya vs. Strickland,11.0,7.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333333,0.0,3.0
Tyson Pedro,Anton Turkalj,1,KO/TKO,2:12,Marc Goddard,Light Heavyweight Bout,UFC 293: Adesanya vs. Strickland,16.0,9.0,13.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,3.0
Carlos Ulberg,Da Woon Jung,1,Submission,4:49,Herb Dean,Light Heavyweight Bout,UFC 293: Adesanya vs. Strickland,91.0,60.0,74.0,63.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.683333333,0.25,3.0
Jack Jenkins,Chepe Mariscal,0,KO/TKO,3:19,Greg Kleynjans,Featherweight Bout,UFC 293: Adesanya vs. Strickland,43.0,87.0,27.0,56.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.116666667,2.766666667,3.0
Jamie Mullarkey,John Makdessi,1,Decision - Unanimous,5:00,Jim Perdios,Lightweight Bout,UFC 293: Adesanya vs. Strickland,88.0,85.0,91.0,105.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0
Nasrat Haqparast,Landon Quinones,1,Decision - Unanimous,5:00,Marc Goddard,Lightweight Bout,UFC 293: Adesanya vs. Strickland,172.0,152.0,206.0,207.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.35000000000000003,0.683333333,3.0
Blood Diamond,Charles Radtke,0,Decision - Unanimous,5:00,Herb Dean,Welterweight Bout,UFC 293: Adesanya vs. Strickland,75.0,63.0,61.0,49.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.35,9.683333334,3.0
Shane Young,Gabriel Miranda,0,Submission,0:59,Greg Kleynjans,Featherweight Bout,UFC 293: Adesanya vs. Strickland,1.0,2.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.533333333,3.0
Kevin Jousset,Kiefer Crosbie,1,Submission,4:49,Jim Perdios,Welterweight Bout,UFC 293: Adesanya vs. Strickland,39.0,45.0,30.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0,3.0
Ciryl Gane,Serghei Spivac,1,KO/TKO,3:44,Marc Goddard,Heavyweight Bout,UFC Fight Night: Gane vs. Spivac,110.0,11.0,47.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.033333333,5.0
Manon Fiorot,Rose Namajunas,1,Decision - Unanimous,5:00,Rich Mitchell,Women's Flyweight Bout,UFC Fight Night: Gane vs. Spivac,62.0,60.0,170.0,92.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.4,0.416666667,3.0
Benoit Saint Denis,Thiago Moises,1,KO/TKO,4:44,Lukasz Bosacki,Lightweight Bout,UFC Fight Night: Gane vs. Spivac,123.0,27.0,87.0,40.0,0.0,0.0,5.0,1.0,4.0,2.0,0.0,1.0,5.333333333,0.233333333,3.0
Volkan Oezdemir,Bogdan Guskov,1,Submission,3:46,Marc Goddard,Light Heavyweight Bout,UFC Fight Night: Gane vs. Spivac,36.0,10.0,28.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.383333333,0.0,3.0
William Gomis,Yanis Ghemmouri,1,KO/TKO,2:20,Loic Pora,Featherweight Bout,UFC Fight Night: Gane vs. Spivac,61.0,40.0,38.0,48.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.916666667,2.7,3.0
